398,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
399,"Pediatría - Norte","Hospitalario","Clínico","III Nivel"
400,"Consulta Externa - Sur","Ambulatorio","Medicina General","I Nivel"
401,"Cirugía General - Sala 2","Quirúrgico","Quirófano","III Nivel"
402,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
403,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
404,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
405,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
406,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
407,"Consulta Externa - Sala 8","Ambulatorio","Medicina General","I Nivel"
408,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
409,"Pediatría - B","Hospitalario","Clínico","III Nivel"
410,"Emergencias - C","Emergencia","Hospitalización","II Nivel"
411,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
412,"Consulta Externa - Sur","Ambulatorio","Medicina General","I Nivel"
413,"Unidad de Cuidados Intensivos - Sala 14","Hospitalario","Crítica","III Nivel"
414,"Laboratorio Clínico - A","Apoyo","Diagnóstico","II Nivel"
415,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
416,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
417,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
418,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
419,"Ginecología y Obstetricia - Sala 20","Hospitalario","Maternidad","III Nivel"
420,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
421,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
422,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
423,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
424,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
425,"Laboratorio Clínico - Sala 26","Apoyo","Diagnóstico","II Nivel"
426,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
427,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
428,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
429,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
430,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
431,"Ginecología y Obstetricia - Sala 32","Hospitalario","Maternidad","III Nivel"
432,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
433,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
434,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
435,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
436,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
437,"Imagenología - Sala 38","Apoyo","Diagnóstico","II Nivel"
438,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
439,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
440,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
441,"Unidad de Cuidados Intensivos - Norte","Hospitalario","Crítica","III Nivel"
442,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
443,"Imagenología - Sala 44","Apoyo","Diagnóstico","II Nivel"
444,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
445,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
446,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
447,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
448,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
449,"Unidad de Cuidados Intensivos - Sala 50","Hospitalario","Crítica","III Nivel"
450,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
451,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
452,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
453,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
454,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
455,"Emergencias - Sala 56","Emergencia","Hospitalización","II Nivel"
456,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
457,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
458,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
459,"Cardiología - Norte","Ambulatorio","Especialidades","III Nivel"
460,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
461,"Cirugía General - Sala 62","Quirúrgico","Quirófano","III Nivel"
462,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
463,"Emergencias - B","Emergencia","Hospitalización","II Nivel"
464,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
465,"Cirugía General - Norte","Quirúrgico","Quirófano","III Nivel"
466,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
467,"Cirugía General - Sala 68","Quirúrgico","Quirófano","III Nivel"
468,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
469,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
470,"Cardiología - C","Ambulatorio","Especialidades","III Nivel"
471,"Cirugía General - Norte","Quirúrgico","Quirófano","III Nivel"
472,"Pediatría - Sur","Hospitalario","Clínico","III Nivel"
473,"Cardiología - Sala 74","Ambulatorio","Especialidades","III Nivel"
474,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
475,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
476,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
477,"Cardiología - Norte","Ambulatorio","Especialidades","III Nivel"
478,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
479,"Cardiología - Sala 80","Ambulatorio","Especialidades","III Nivel"
480,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
481,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
482,"Pediatría - C","Hospitalario","Clínico","III Nivel"
483,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
484,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
485,"Cirugía General - Sala 86","Quirúrgico","Quirófano","III Nivel"
486,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
487,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
488,"Emergencias - C","Emergencia","Hospitalización","II Nivel"
489,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
490,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
491,"Unidad de Cuidados Intensivos - Sala 92","Hospitalario","Crítica","III Nivel"
492,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
493,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
494,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
495,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
496,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
497,"Traumatología - Sala 98","Hospitalario","Especialidades","III Nivel"
498,"Laboratorio Clínico - A","Apoyo","Diagnóstico","II Nivel"
499,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
500,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
501,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
502,"Consulta Externa - Sur","Ambulatorio","Medicina General","I Nivel"
503,"Laboratorio Clínico - Sala 4","Apoyo","Diagnóstico","II Nivel"
504,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
505,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
506,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
507,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
508,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
509,"Cardiología - Sala 10","Ambulatorio","Especialidades","III Nivel"
510,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
511,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
512,"Pediatría - C","Hospitalario","Clínico","III Nivel"
513,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
514,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
515,"Emergencias - Sala 16","Emergencia","Hospitalización","II Nivel"
516,"Consulta Externa - A","Ambulatorio","Medicina General","I Nivel"
517,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
518,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
519,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
520,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
521,"Emergencias - Sala 22","Emergencia","Hospitalización","II Nivel"
522,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
523,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
524,"Emergencias - C","Emergencia","Hospitalización","II Nivel"
525,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
526,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
527,"Cardiología - Sala 28","Ambulatorio","Especialidades","III Nivel"
528,"Pediatría - A","Hospitalario","Clínico","III Nivel"
529,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
530,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
531,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
532,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
533,"Consulta Externa - Sala 34","Ambulatorio","Medicina General","I Nivel"
534,"Ginecología y Obstetricia - A","Hospitalario","Maternidad","III Nivel"
535,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
536,"Traumatología - C","Hospitalario","Especialidades","III Nivel"
537,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
538,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
539,"Cardiología - Sala 40","Ambulatorio","Especialidades","III Nivel"
540,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
541,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
542,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
543,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
544,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
545,"Ginecología y Obstetricia - Sala 46","Hospitalario","Maternidad","III Nivel"
546,"Ginecología y Obstetricia - A","Hospitalario","Maternidad","III Nivel"
547,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
548,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
549,"Pediatría - Norte","Hospitalario","Clínico","III Nivel"
550,"Emergencias - Sur","Emergencia","Hospitalización","II Nivel"
551,"Consulta Externa - Sala 52","Ambulatorio","Medicina General","I Nivel"
552,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
553,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
554,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
555,"Cardiología - Norte","Ambulatorio","Especialidades","III Nivel"
556,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
557,"Emergencias - Sala 58","Emergencia","Hospitalización","II Nivel"
558,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
559,"Emergencias - B","Emergencia","Hospitalización","II Nivel"
560,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
561,"Cardiología - Norte","Ambulatorio","Especialidades","III Nivel"
562,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
563,"Emergencias - Sala 64","Emergencia","Hospitalización","II Nivel"
564,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
565,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
566,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
567,"Cirugía General - Norte","Quirúrgico","Quirófano","III Nivel"
568,"Pediatría - Sur","Hospitalario","Clínico","III Nivel"
569,"Cardiología - Sala 70","Ambulatorio","Especialidades","III Nivel"
570,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
571,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
572,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
573,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
574,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
575,"Emergencias - Sala 76","Emergencia","Hospitalización","II Nivel"
576,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
577,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
578,"Emergencias - C","Emergencia","Hospitalización","II Nivel"
579,"Pediatría - Norte","Hospitalario","Clínico","III Nivel"
580,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
581,"Laboratorio Clínico - Sala 82","Apoyo","Diagnóstico","II Nivel"
582,"Laboratorio Clínico - A","Apoyo","Diagnóstico","II Nivel"
583,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
584,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
585,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
586,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
587,"Unidad de Cuidados Intensivos - Sala 88","Hospitalario","Crítica","III Nivel"
588,"Laboratorio Clínico - A","Apoyo","Diagnóstico","II Nivel"
589,"Emergencias - B","Emergencia","Hospitalización","II Nivel"
590,"Pediatría - C","Hospitalario","Clínico","III Nivel"
591,"Pediatría - Norte","Hospitalario","Clínico","III Nivel"
592,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
593,"Emergencias - Sala 94","Emergencia","Hospitalización","II Nivel"
594,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
595,"Pediatría - B","Hospitalario","Clínico","III Nivel"
596,"Pediatría - C","Hospitalario","Clínico","III Nivel"
597,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
598,"Emergencias - Sur","Emergencia","Hospitalización","II Nivel"
599,"Traumatología - Sala 100","Hospitalario","Especialidades","III Nivel"
600,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
601,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
602,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
603,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
604,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
605,"Cardiología - Sala 6","Ambulatorio","Especialidades","III Nivel"
606,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
607,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
608,"Pediatría - C","Hospitalario","Clínico","III Nivel"
609,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
610,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
611,"Pediatría - Sala 12","Hospitalario","Clínico","III Nivel"
612,"Laboratorio Clínico - A","Apoyo","Diagnóstico","II Nivel"
613,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
614,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
615,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
616,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
617,"Cirugía General - Sala 18","Quirúrgico","Quirófano","III Nivel"
618,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
619,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
620,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
621,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
622,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
623,"Pediatría - Sala 24","Hospitalario","Clínico","III Nivel"
624,"Pediatría - A","Hospitalario","Clínico","III Nivel"
625,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
626,"Emergencias - C","Emergencia","Hospitalización","II Nivel"
627,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
628,"Traumatología - Sur","Hospitalario","Especialidades","III Nivel"
629,"Traumatología - Sala 30","Hospitalario","Especialidades","III Nivel"
630,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
631,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
632,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
633,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
634,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
635,"Consulta Externa - Sala 36","Ambulatorio","Medicina General","I Nivel"
636,"Pediatría - A","Hospitalario","Clínico","III Nivel"
637,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
638,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
639,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
640,"Pediatría - Sur","Hospitalario","Clínico","III Nivel"
641,"Cirugía General - Sala 42","Quirúrgico","Quirófano","III Nivel"
642,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
643,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
644,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
645,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
646,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
647,"Ginecología y Obstetricia - Sala 48","Hospitalario","Maternidad","III Nivel"
648,"Consulta Externa - A","Ambulatorio","Medicina General","I Nivel"
649,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
650,"Pediatría - C","Hospitalario","Clínico","III Nivel"
651,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
652,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
653,"Consulta Externa - Sala 54","Ambulatorio","Medicina General","I Nivel"
654,"Consulta Externa - A","Ambulatorio","Medicina General","I Nivel"
655,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
656,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
657,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
658,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
659,"Imagenología - Sala 60","Apoyo","Diagnóstico","II Nivel"
660,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
661,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
662,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
663,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
664,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
665,"Consulta Externa - Sala 66","Ambulatorio","Medicina General","I Nivel"
666,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
667,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
668,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
669,"Cardiología - Norte","Ambulatorio","Especialidades","III Nivel"
670,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
671,"Traumatología - Sala 72","Hospitalario","Especialidades","III Nivel"
672,"Consulta Externa - A","Ambulatorio","Medicina General","I Nivel"
673,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
674,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
675,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
676,"Traumatología - Sur","Hospitalario","Especialidades","III Nivel"
677,"Consulta Externa - Sala 78","Ambulatorio","Medicina General","I Nivel"
678,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
679,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
680,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
681,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
682,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
683,"Laboratorio Clínico - Sala 84","Apoyo","Diagnóstico","II Nivel"
684,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
685,"Emergencias - B","Emergencia","Hospitalización","II Nivel"
686,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
687,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
688,"Traumatología - Sur","Hospitalario","Especialidades","III Nivel"
689,"Pediatría - Sala 90","Hospitalario","Clínico","III Nivel"
690,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
691,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
692,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
693,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
694,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
695,"Emergencias - Sala 96","Emergencia","Hospitalización","II Nivel"
696,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
697,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
698,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
699,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
700,"Traumatología - Sur","Hospitalario","Especialidades","III Nivel"
701,"Laboratorio Clínico - Sala 2","Apoyo","Diagnóstico","II Nivel"
702,"Consulta Externa - A","Ambulatorio","Medicina General","I Nivel"
703,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
704,"Traumatología - C","Hospitalario","Especialidades","III Nivel"
705,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
706,"Pediatría - Sur","Hospitalario","Clínico","III Nivel"
707,"Cardiología - Sala 8","Ambulatorio","Especialidades","III Nivel"
708,"Pediatría - A","Hospitalario","Clínico","III Nivel"
709,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
710,"Emergencias - C","Emergencia","Hospitalización","II Nivel"
711,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
712,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
713,"Laboratorio Clínico - Sala 14","Apoyo","Diagnóstico","II Nivel"
714,"Consulta Externa - A","Ambulatorio","Medicina General","I Nivel"
715,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
716,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
717,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
718,"Traumatología - Sur","Hospitalario","Especialidades","III Nivel"
719,"Traumatología - Sala 20","Hospitalario","Especialidades","III Nivel"
720,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
721,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
722,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
723,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
724,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
725,"Emergencias - Sala 26","Emergencia","Hospitalización","II Nivel"
726,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
727,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
728,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
729,"Unidad de Cuidados Intensivos - Norte","Hospitalario","Crítica","III Nivel"
730,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
731,"Laboratorio Clínico - Sala 32","Apoyo","Diagnóstico","II Nivel"
732,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
733,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
734,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
735,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
736,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
737,"Traumatología - Sala 38","Hospitalario","Especialidades","III Nivel"
738,"Pediatría - A","Hospitalario","Clínico","III Nivel"
739,"Pediatría - B","Hospitalario","Clínico","III Nivel"
740,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
741,"Cardiología - Norte","Ambulatorio","Especialidades","III Nivel"
742,"Emergencias - Sur","Emergencia","Hospitalización","II Nivel"
743,"Cardiología - Sala 44","Ambulatorio","Especialidades","III Nivel"
744,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
745,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
746,"Pediatría - C","Hospitalario","Clínico","III Nivel"
747,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
748,"Traumatología - Sur","Hospitalario","Especialidades","III Nivel"
749,"Consulta Externa - Sala 50","Ambulatorio","Medicina General","I Nivel"
750,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
751,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
752,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
753,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
754,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
755,"Laboratorio Clínico - Sala 56","Apoyo","Diagnóstico","II Nivel"
756,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
757,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
758,"Cardiología - C","Ambulatorio","Especialidades","III Nivel"
759,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
760,"Consulta Externa - Sur","Ambulatorio","Medicina General","I Nivel"
761,"Pediatría - Sala 62","Hospitalario","Clínico","III Nivel"
762,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
763,"Emergencias - B","Emergencia","Hospitalización","II Nivel"
764,"Cardiología - C","Ambulatorio","Especialidades","III Nivel"
765,"Pediatría - Norte","Hospitalario","Clínico","III Nivel"
766,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
767,"Cardiología - Sala 68","Ambulatorio","Especialidades","III Nivel"
768,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
769,"Pediatría - B","Hospitalario","Clínico","III Nivel"
770,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
771,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
772,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
773,"Cardiología - Sala 74","Ambulatorio","Especialidades","III Nivel"
774,"Pediatría - A","Hospitalario","Clínico","III Nivel"
775,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
776,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
777,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
778,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
779,"Cardiología - Sala 80","Ambulatorio","Especialidades","III Nivel"
780,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
781,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
782,"Traumatología - C","Hospitalario","Especialidades","III Nivel"
783,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
784,"Pediatría - Sur","Hospitalario","Clínico","III Nivel"
785,"Unidad de Cuidados Intensivos - Sala 86","Hospitalario","Crítica","III Nivel"
786,"Pediatría - A","Hospitalario","Clínico","III Nivel"
787,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
788,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
789,"Consulta Externa - Norte","Ambulatorio","Medicina General","I Nivel"
790,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
791,"Pediatría - Sala 92","Hospitalario","Clínico","III Nivel"
792,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
793,"Emergencias - B","Emergencia","Hospitalización","II Nivel"
794,"Traumatología - C","Hospitalario","Especialidades","III Nivel"
795,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
796,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
